,number,keyword,Text,Tidy_Tweets,," 0-apologize, 1-rectify, 2-supportive/helpful, 3-appreciate, 4 - misc.",Rating,"0-neg, 1-neu, 2-pos"
0.471623211,86104,WN, We re sorry to hear our onboard WiFi hasn t been available on your recent flights  Dustin  We re currently working with our provider to improve the overall quality and reliability of our onboard offering  and regret any inconvenience caused   Nidhi,sorri hear onboard wifi hasn been avail your recent flight dustin current work with provid improv overal qualiti reliabl onboard offer regret inconveni caus nidhi,,,U,
0.826569744,57555,TO,   Hello  You can always check the flight status here  https   t co svYVoXMSNq case of any delay  you will be informed via sms or email message  Can you please send me your booking number with a full name in private message  I will gladly check for updates  Kamila,hello alway check flight statu here http svyvoxmsnq case delay will inform email messag pleas send your book number with full name privat messag will gladli check updat kamila,,,H,
0.353338422,43866,LH, The only possibility is to try to call her directly  We re unable to provide other information about our passengers for data security reasons  I hope you will reach her soon   John,onli possibl call directli unabl provid other inform about passeng data secur reason hope will reach soon john,,,H,
0.705580756,72770,UA, While we certainly regret that this was your experience  delays of this nature are is out of our control  Booking access can be restricted with codeshares  and we do apologize that you had issues rebooking  Please let us know if we can be of further assistance         AN,while certainli regret that thi your experi delay thi natur control book access restrict with codeshar apolog that issu rebook pleas know further assist,,,U,
0.217118647,13830,AS, Oh no I am so sorry  We will do better    Andre,sorri will better andr,,,U,
0.637949357,33037,FR, Hi  please contact us DM in order to assist you better   Ale,pleas contact order assist better,,,H,
0.974402571,88549,WN, Thanks for your loyalty and the kind words  Ethan  Have a great day   Andrew,thank your loyalti kind word ethan have great andrew,,,N,
0.611974176,78563,VA, VA    is scheduled to depart on time tomorrow morning Tim    MM,schedul depart time tomorrow morn,,,H,
0.583952887,47201,LS, Hi  our team have been unable to find your email in our database for the customers who received this offer  We re just waiting on our team to get back to us with further information on how to go forward with this  Thanks  Marie,team have been unabl find your email databas custom receiv thi offer just wait team back with further inform forward with thi thank mari,,,H,
0.228873183,42620,LH, That s correct  in the Economy Light Fare  you can bring one piece of carry on baggage plus the above mentioned personal item  but no checked in baggage at all   Mac,that correct economi light fare bring piec carri baggag plu abov mention person item check baggag,,,H,
0.222696923,12674,AF, Thanks Adrien  We will reply to you shortly ,thank adrien will repli shortli,,,H,
0.663068114,9184,AC, Hello Kendra  Can t wait to have you on board   Jul,hello kendra wait have board,,,N,
0.877240007,88027,WN, Awesome  Thank you so much for sharing this lovely view with us  Holly   LaNae  LaNae https   t co BmvJJDXLaq,awesom thank much share thi love view with holli lana lana http bmvjjdxlaq,,,N,
0.070123709,67784,U2, I ve replied already  Jera,repli alreadi jera,,,H,
0.600252946,53986,QF, We re sorry to keep you waiting  Dean  Feel free to DM us  should you require any assistance here  Prachi https   t co K pFuJB Bl,sorri keep wait dean feel free should requir assist here prachi http pfujb,,,U,
0.787299761,60912,TOM,Welcome to the TUI family       Max   Rhodes  #namegiving #b   max  https   t co zuxfM OVNK,welcom famili rhode #namegiv http zuxfm ovnk,,,N,
0.243113485,42302,LH, Please give my colleagues some more time to look into your case   they will get back to you as soon as possible   Susi,pleas give colleagu some more time look into your case they will back soon possibl susi,,,H,
0.341791235,47961,LS, aaw I hope you ve had a lovely time though   ,hope love time though,,,N,
0.805435828,71739,UA, We are sorry to hear this  What is your flight number   LF https   t co Y hG uklaR,sorri hear thi what your flight number http uklar,,,U,
0.969710021,82929,W6, Hi Sammie  online check in is available from    days up to   hours before the departure if you purchase a seat  If you don t buy a seat and wish to check in with a randomly selected one free of charge  you ll be able to    hours before departure    ,sammi onlin check avail from day hour befor departur purchas seat seat wish check with randomli select free charg abl hour befor departur,,,H,
0.032640382,54866,TO, Hello Anand   No problem  we can cancel one ticket and do the full refund  Can you please send us a private message with the booking number and the name of the passenger  Kind regards  Dani,hello anand problem cancel ticket full refund pleas send privat messag with book number name passeng kind regard dani,,,H,
0.325125782,76611,VA, Hi Rebecca  we are sorry to hear this feedback  Please visit here to provide further detail  https   t co b FCbJR Hi  and our Guest Relations team will investigate this for you   ST,rebecca sorri hear thi feedback pleas visit here provid further detail http fcbjr guest relat team will investig thi,,,U,
0.890347348,58784,TOM,Cruise ships using environmental technologies are popular amongst cruise costumers    https   t co epdswrUqyx https   t co  c vSUCJfx,cruis ship use environment technolog popular amongst cruis costum http epdswruqyx http vsucjfx,,,N,
0.29949631,7208,AC,  Hello  thank you for reaching out to us and we regret to hear that no agent was able to serve you in French  May you please DM us further details so we can better advise   Mick,hello thank reach regret hear that agent abl serv french pleas further detail better advis mick,,,U,
0.352943896,43214,LH, Sorry to hear  Please find your rights here  https   t co jC fHqbdrJ  Have you already reported your delayed baggage  If yes  please keep in touch with the telephone number on your loss report   they are the right point of contact   John,sorri hear pleas find your right here http fhqbdrj have alreadi report your delay baggag pleas keep touch with telephon number your loss report they right point contact john,,,U,
0.823613438,19856,BE, No worries  this should be absolutely fine to take on board the cabin with you    Laura,worri thi should absolut fine take board cabin with laura,,,H,
0.207020304,72938,UA, We re glad you re enjoying it  Scott   CM,glad enjoy scott,,,N,
0.852062805,1130,AA, On time departures are the goal and we do our best to avoid cancellations  You re welcome to DM your record locator ,time departur goal best avoid cancel welcom your record locat,,,H,
0.786609952,33801,FR,  Hi  please contact us DM in order to assist you better   Ana,pleas contact order assist better,,,H,
0.207145514,60364,TOM,Sustainable tourism gains traction http   t co W NEDOr nj via ,sustain tourism gain traction http nedor,,,N,
0.794976652,9821,AF, Hello Sam I Am  we are glad to hear that you will be travelling with us  Please don t hesitate to write us here should you require our assistance via this channel  We remain available at your disposal  Thank you ,hello glad hear that will travel with pleas hesit write here should requir assist thi channel remain avail your dispos thank,,,H,
0.572591213,13809,AS,  Hi   I ll pass along your feedback   Julie,pass along your feedback juli,,,H,x
0.445081678,42518,LH, Generally  no peanuts are served on board  But as with many other foods  referring to the warning on the packaging   Lufthansa cannot guarantee that no traces of allergens are in the foods served  Looking forward to welcoming you on board   Ella,gener peanut serv board with mani other food refer warn packag lufthansa cannot guarante that trace allergen food serv look forward welcom board ella,,,H,
0.94001506,41084,JQ, Hi there  thanks for the tweet  Just letting you know that I ve responded to your DM  Thanks   Yen,there thank tweet just let know that respond your thank,,,H,
0.796387625,50326,NK, Hi Amirius  Please DM us your reservation info so we can figure out what s going on  https   t co dd DI TJ t,amiriu pleas your reserv info figur what go http,,,H,
0.337470387,52791,QF, Thanks for bringing this up to our attention  Leigh  Would you mind sharing the link to this page via DM  CB https   t co K pFuJB Bl,thank bring thi attent leigh would mind share link thi page http pfujb,,,H,
0.138428762,9602,AC, Hello Susan  May you please DM your booking reference so we can better advise   Sam,hello susan pleas your book refer better advis,,,H,
0.931907185,27950,DL, To protect the security of your account  please verify your SkyMiles account number  full name  date of birth  and e mail or mailing address  via the DM link below  TKF https   t co  iDGBJRMTU,protect secur your account pleas verifi your skymil account number full name date birth mail mail address link below http idgbjrmtu,,,H,
0.319366654,17237,B6, We re aware of the disruptions affecting the customers on this flight and we apologize for the inconvenience  Our airport crew will be your best resource for assistance while you wait  Compensation will be provided via email post flight ,awar disrupt affect custom thi flight apolog inconveni airport crew will your best resourc assist while wait compens will provid email post flight,,,U,
0.953645409,2741,AA, The flight has been canceled and we see you ve been rebooked  Our apologies for the lack of communication during the process ,flight been cancel been rebook apolog lack commun dure process,,,U,
0.059744489,83752,W6, If your departure is in more than    days  you can use this link  https   t co th YMTeRwK  to submit a claim  Then we ll be able to change your gender  Thank you ,your departur more than day thi link http ymterwk submit claim then abl chang your gender thank,,,H,
0.440771566,47015,LS, Hey Matthew  We haven t confirmed a release date yet  but these should be available within the next few weeks  Thanks  Jasmine,matthew haven confirm releas date these should avail within next week thank jasmin,,,H,
0.973500578,83043,W6, Hello again  if the bank transfer booking doesn t receive payment it will cancel itself automatically ,hello again bank transfer book doesn receiv payment will cancel itself automat,,,H,
0.991166589,64825,TT, Hi Fiona  I can confirm today s cancellations and delays are due to weather in Sydney leading to single runway operations  I can confirm our pilots are not on strike and we have not experienced any industrial action     Emily,fiona confirm today cancel delay weather sydney lead singl runway oper confirm pilot strike have experienc industri action emili,,,H,
0.366574796,30879,EW, You are welcome to send an email with your compensation request to service com  Please note that the processing time may take   up to   weeks  Also  due to your own safety  please hide your personal details from the public  Best  Marie,welcom send email with your compens request servic pleas note that process time take week also your safeti pleas hide your person detail from public best mari,,,H,
0.862778648,87813,WN, We re always looking out for you  Domenica  Thank you for your patience and flexibility   Allison,alway look domenica thank your patienc flexibl allison,,,N,
0.565429579,13510,AS, It never will  Thanks for joining us    Have a great flight   Jordan,never will thank join have great flight jordan,,,N,
0.987716995,72204,UA, Hi Jay  we know that checking your baggage when there is overhead bin space can be frustrating and we apologize  Thank you for your understanding   LT,know that check your baggag when there overhead space frustrat apolog thank your understand,,,U,
0.571576179,28062,DL, Please private message your information for security reason  BAY https   t co  iDGBJRMTU,pleas privat messag your inform secur reason http idgbjrmtu,,,H,
0.014065123,53978,QF,Hit the ground running with these Singapore visual delights   Book flights to Singapore now  https   t co eR utDOSUb https   t co WwDUsRzDl ,ground run with these singapor visual delight book flight singapor http utdosub http wwdusrzdl,,,N,
0.195641624,68958,U2, You just need to book them separately when booking online  Linda  Book it for one person for the flight and then again for the second person s flight    Jera,just need book them separ when book onlin linda book person flight then again second person flight jera,,,H,
0.660344694,75821,UX, Hi  Charlotte  We have just replied to your DM  Regards ,charlott have just repli your regard,,,H,
0.040429018,43639,LH, A special meal can be ordered online on our website by loging in to your booking or by phone up to    hours prior departure  https   t co tXXaeaMGbC   Sam,special meal order onlin websit loge your book phone hour prior departur http txxaeamgbc,,,H,
0.985616455,27828,DL, Vince  I am so sorry for your frustration   Please know that Delta does not condone discrimination for any reason and we take your comments very seriously  If you can please DM your confirm # and the full name on the booking  Thank you  HKM https   t co  iDGBJRMTU,vinc sorri your frustrat pleas know that delta doe condon discrimin reason take your comment veri serious pleas your confirm full name book thank http idgbjrmtu,,,U,
0.73830233,45826,LS, Very sorry to hear this  Chris  Could you please let me know your booking reference via DM  Thanks  Tom,veri sorri hear thi chri could pleas know your book refer thank,,,U,
0.850547783,39280,JQ,     and those who missed out will experience errors and be returned to the start with the new price    I d recommend clearing your browser s cookies and cache to ensure that you have the most updated version of our website  Thanks   H,those miss will experi error return start with price recommend clear your browser cooki cach ensur that have most updat version websit thank,,,H,
0.254097635,13438,AS, I m sorry for any frustration  Please reach out to one of our flight attendants for assistance   Sara,sorri frustrat pleas reach flight attend assist sara,,,U,
0.758091335,60142,TOM,We ve announced a proposed merger with TUI AG   read the full statement here  http   t co JdNGCqAJSN,announc propos merger with read full statement here http jdngcqajsn,,,N,
0.239514922,38008,IB, Hello Laura  please send us the details by DM  Regards  https   t co TtTOe Tk H,hello laura pleas send detail regard http tttoe,,,H,
0.817490583,4486,AA, We re sorry to hear that  Please let us know if we can assist you with anything ,sorri hear that pleas know assist with anyth,,,U,
0.031222317,83933,W6, Okay  it s likely that one of your payments hasn t gone through successfully   you could check that with your bank  If the sum is blocked  it should become available again soon  and you may book your tickets once more ,okay like that your payment hasn gone through success could check that with your bank block should becom avail again soon book your ticket onc more,,,H,
0.762037846,77032,VA, Hi George  we are sorry that your travel plans have been disrupted  For assistance with rescheduling please phone our Guest Contact Centre on           or                 if phoning from overseas    RM,georg sorri that your travel plan have been disrupt assist with reschedul pleas phone guest contact centr phone from oversea,,,U,
0.255702457,27448,DL, H there  I ll be happy to check your reservation for you  Please share your confirmation with our direct message  TJP https   t co  iDGBJRMTU,there happi check your reserv pleas share your confirm with direct messag http idgbjrmtu,,,H,
0.066922092,27693,DL, Hello  Very sorry to hear  Pls follow DM your info if you are needing any assistance  ARD https   t co  iDGBJRMTU,hello veri sorri hear follow your info need assist http idgbjrmtu,,,U,
0.304613577,78931,VA, Merry Christmas Gary    MM,merri christma gari,,,N,
0.563353227,15198,AS, So AWESOME  #BestCrew      Laura,awesom #bestcrew laura,,,N,
0.245737993,62473,TOM, More than half       of men and women would propose to their other half on holiday    https   t co irIw zpz t,more than half women would propos their other half holiday http iriw,,,N,
0.930246937,84286,W6, Hi there  please try again from a different device or browser  Alternatively you can download our mobile app and try from there as well  Thank you ,there pleas again from differ devic browser altern download mobil from there well thank,,,H,
0.038532251,86002,W6, Dear Stuart  we are sorry to hear about the inconvenience  You can submit a complaint on our website  https   t co nSaTMVYv F Please keep in mind a Property Irregularity Report  PIR  will be required ,dear stuart sorri hear about inconveni submit complaint websit http nsatmvyv pleas keep mind properti irregular report will requir,,,U,
0.606709424,67345,U2, Sorry to hear this Bethan  Can you please send me a DM with the booking reference  name of the booker and the email address on the booking  Along with a PNR number if you have one    Dan https   t co Qq zhBAizh,sorri hear thi bethan pleas send with book refer name booker email address book along with number have http zhbaizh,,,U,
0.77833477,79468,VA, Stretch those legs   LG,stretch those leg,,,N,
0.07937165,13881,AS, Hmm    are you able to reply to the email that was sent  You may want to give Central Baggage a call               Carrie,abl repli email that sent want give central baggag call carri,,,H,
0.522096735,25831,DL, Awesome  Take care  HJZ,awesom take care,,,N,
0.838693662,22450,BE, Hi Sam  thank you for getting in touch  I am sorry to hear that you are having some issues when checking in online  I appreciate the frustration this can cause  Could you please DM me with your  Flybe booking reference  email address and the full names    https   t co ULQ  ZqLTo,thank get touch sorri hear that have some issu when check onlin appreci frustrat thi caus could pleas with your flybe book refer email address full name http zqlto,,,U,
0.230047059,25927,DL, Oh no  Matt  I apologize for the delay on your flight  I would be more than glad to check on the delay for you  To protect the security of your reservation  please DM me with your confirmation number  TCM https   t co  iDGBJRMTU,matt apolog delay your flight would more than glad check delay protect secur your reserv pleas with your confirm number http idgbjrmtu,,,U,
0.400208897,49550,NK, We re sorry to hear this  if you need assistance please DM us your confirmation code  https   t co dd DI TJ t,sorri hear thi need assist pleas your confirm code http,,,U,
0.586922002,14515,AS, Thanks for sharing   Suli,thank share suli,,,N,
0.187753608,51627,QF, Hi Michael  members will need to earn or use at least one point within    points to avoid this expiring  While your feedback is noted  you re welcome to call our Frequent Flyer team on          to discuss this further  MP,michael member will need earn least point within point avoid thi expir while your feedback note welcom call frequent flyer team discuss thi further,,,H,
0.474107574,46044,LS, Hi Pete  I m sorry to hear this   please can you send us a DM with your booking reference so we can investigate further  Thanks   Holly,pete sorri hear thi pleas send with your book refer investig further thank holli,,,U,
0.979752358,20374,BE, Hello  thank you for getting in touch  I have looked into this further and I can confirm that the delay is due to a late incoming aircraft  We are currently waiting for an update from our ground crew  The estimated departure time is        I hope this helps  Thanks    Ren,hello thank get touch have look into thi further confirm that delay late incom aircraft current wait updat from ground crew estim departur time hope thi help thank,,,H,
0.914786508,50199,NK, Hello  We don t like that you ve had a negative experience with us  Please DM your reservation # for assistance ,hello like that neg experi with pleas your reserv assist,,,U,
0.412980636,87306,WN, I apologize if you were not made aware of this but  we do state this  I have attached a picture below as an example  That said  we do also offer free Live TV or free movies onboard   Nate https   t co    NJiGd d,apolog were made awar thi state thi have attach pictur below exampl that said also offer free live free movi onboard nate http njigd,,,U,
0.227200169,45729,LS, Hi Janet  black and white is absolutely fine    Lee,janet black white absolut fine,,,H,
0.677493803,70228,UA, We apologize for this situation  Have you spoken with a Baggage agent upon landing   LF https   t co Y hG uklaR,apolog thi situat have spoken with baggag agent upon land http uklar,,,U,
0.35899651,28335,DL, Thank you for being a loyal Medallion member with us Lillian  Our sincere apology for any inconvenience  ALS,thank be loyal medallion member with lillian sincer apolog inconveni,,,U,
0.291178012,88845,WN, So sorry for the delayed response and overall experience today  Catherine  Please know that it s never an enjoyable or rewarding choice for us to cancel a flight  however appreciate the feedback  We hope for smooth sailing going forward   Victoria,sorri delay respons overal experi today catherin pleas know that never enjoy reward choic cancel flight howev appreci feedback hope smooth sail go forward victoria,,,U,
0.005264605,60789,TOM,Statement of TUI Group CEO Fritz Joussen at today s #TUIAGM    https   t co xHntJOiAED,statement group fritz joussen today #tuiagm http xhntjoia,,,N,
0.960907505,10567,AF,  Hello Sameer  thank you for reaching out to us via this channel  We have contacted you via Direct Message  kindly check your inbox  To avoid confusion kindly communicate with us via Direct Message  Thank you ,hello sameer thank reach thi channel have contact direct messag kindli check your inbox avoid confus kindli commun with direct messag thank,,,H,
0.571171715,50191,NK, I m so sorry to know about what happened  Please DM us and provide the confirmation # for proper assistance  https   t co dd DI TJ t,sorri know about what happen pleas provid confirm proper assist http,,,U,
0.565106818,17446,B6, In addition to our complimentary snacks  you can purchase meal items from our Eat Up Cafe   https   t co JHd Qi td  Enjoy ,addit complimentari snack purchas meal item from cafe http enjoy,,,N,
0.201802692,85483,W6, Dear Alex  if your flight is far in the future  you can submit the official complaints form on our website   otherwise  you should contact our Call Center  so that our agents can check your booking and assist you  Thank you ,dear alex your flight futur submit offici complaint form websit otherwis should contact call center that agent check your book assist thank,,,H,
0.479540533,8654,AC, Hello Anuj  Could you DM us your booking reference  So we may better advise   Jul,hello anuj could your book refer better advis,,,H,
0.457038095,69840,U2, Our baggage policy Janine is one item of hand luggage per person  unless you have booked upfront seats  extra legroom seats  flexi fare or you are an easyJet plus account holder then you are allowed an additional small under the seat bag      ,baggag polici janin item hand luggag person unless have book upfront seat extra legroom seat flexi fare easyjet plu account holder then allow addit small under seat,,,H,
0.204821295,64218,TT, Hi Dylan  I m sorry to hear you are disappointed regarding your priority boarding purchase  I d encourage you to submit your feedback and any requests formally for review via our customer support portal   https   t co IGNu VLI V    Emily,dylan sorri hear disappoint regard your prioriti board purchas encourag submit your feedback request formal review custom support portal http ignu emili,,,U,
0.443030552,50622,NK, Hi  if you need to speak with agent please call               press   then   ,need speak with agent pleas call press then,,,H,
0.848086447,68011,U2,  Apply directly to us to receive all compensation  Compensation claims companies will charge you a fee for their services  One of our team of specialists will come back to you within approximately    days to confirm whether you are eligible for compensation  Hanna,appli directli receiv compens compens claim compani will charg their servic team specialist will come back within approxim day confirm whether elig compens hanna,,,H,
0.254215246,14158,AS,   Beautiful view    Andre,beauti view andr,,,N,
0.812975145,63110,TOM,RT   Tui Long  We want consistency on consumer protection  Whether you re selling a package or putting elements together  it do ,long want consist consum protect whether sell packag put element togeth,,,N,
0.728971196,85703,W6, Hi there  it can take up to    hours for the credits to appear in your account  We wish you a lovely day ,there take hour credit appear your account wish love,,,H,
0.297298753,61188,TOM,RT   #TUI welcomed its first  #   MAX on #bio jet fuel  A milestone towards the future of sustainable aviation      Interes ,#tui welcom first #bio fuel mileston toward futur sustain aviat inter,,,N,
0.314345978,85965,W6, Hey there for security reasons  we advise you to not share any personal information such as confirmation codes  The change of the price could happen in cases in which another passengers has bought the available fare and another price has appeared after you refresh ,there secur reason advis share person inform such confirm code chang price could happen case which anoth passeng bought avail fare anoth price appear after refresh,,,H,
0.174842817,53664,QF, We re sorry for the wait  Guy  We can assist via this channel so please feel free to DM us in case you need assistance  Mark https   t co K pFuJB Bl,sorri wait assist thi channel pleas feel free case need assist mark http pfujb,,,U,
0.740948396,66180,TT, Hi Paul  sorry to hear this and we apologise for any inconvenience caused  Our baggage policy is practiced within our operation ,paul sorri hear thi apologis inconveni caus baggag polici practic within oper,,,U,
0.214726536,40511,JQ, Hi there  thanks for the reply and I apologise that you incurred additional charges at the airport  So I can check this further for you  kindly DM your booking reference along with your full name and we ll see on how we can assist  Regards   Joie,there thank repli apologis that incur addit charg airport check thi further kindli your book refer along with your full name assist regard joie,,,U,
0.957238022,49567,NK, I m so sorry to know about what happened  Kindly DM us and provide the confirmation # for proper assistance  https   t co dd DI TJ t,sorri know about what happen kindli provid confirm proper assist http,,,U,
0.427471269,40825,JQ,     So we could further check  kindly DM us your booking reference and full name  Thanks   Yen,could further check kindli your book refer full name thank,,,H,
0.786058701,2380,AA, We loved flying with you  and we re glad you could experience the #     Congratulations to your son  too ,love fli with glad could experi congratul your,,,N,
0.19214856,60020,TOM,TUIfly named most climate efficient airline with more than   million passengers in  index  http   t co LVOrQyCxC ,tuifli name most climat effici airlin with more than million passeng index http lvorqycxc,,,N,
0.66505747,10522,AF, Hello Praagya  thank you for contacting us  If you purchased your ticket directly from Air France please DM us your ticket number  If you booked through a travel agency please contact them for further assistance  Thanks ,hello praagya thank contact purchas your ticket directli from franc pleas your ticket number book through travel agenc pleas contact them further assist thank,,,H,
0.741694365,813,AA, We do all we can to avoid cancellations and we re showing flight     took off to PHX  We re here if you need us via DM ,avoid cancel show flight took here need,,,H,
0.282583681,83587,W6, It states  FREE  because you ve already bought this luggage  The only free piece of hand luggage is your hand luggage   x  x  CM  ,state free becaus alreadi bought thi luggag onli free piec hand luggag your hand luggag,,,H,
0.709093424,57997,TOM,Do you have questions to our CEO  Now  it s your chance   City Cube A  A    Go to https   t co hAZWtnFBhW  enter event code #ITB to place your comment    #ITB     #itbcon   https   t co sjIOAJ spG,have question your chanc citi cube http hazwtnfbhw enter event code #itb place your comment #itb #itbcon http sjioaj,,,N,
0.432640711,14903,AS, Wow  that is long  What is your flight number    Laura,that long what your flight number laura,,,H,
0.848851039,5695,AA, We would like to review this a little closer  Please DM your record locator and all details ,would like review thi littl closer pleas your record locat detail,,,H,
0.811916923,68858,U2, HI Emma  please can you give me the flight number or destination so that I can look into this for you  Thanks  Robbie,emma pleas give flight number destin that look into thi thank robbi,,,H,
0.322044605,88830,WN, Aloha  Ashley  Which beautiful island are you heading to this trip    Linnea,aloha ashley which beauti island head thi trip linnea,,,N,
0.322262709,19686,BE, Hi Vanessa  thanks for getting in touch  I apologise that a member of the team was unable to respond to you last night    I m sorry for the frustration that must have been caused by the inconsistencies in regards to our cabin baggage policy  I d like t    https   t co iWc xqnLVs,vanessa thank get touch apologis that member team unabl respond last night sorri frustrat that must have been caus inconsist regard cabin baggag polici like http xqnlv,,,U,
0.148939109,53070,QF, Hi Abigail  we ve replied to your DM  Thanks  MP,abigail repli your thank,,,H,
0.894270186,34197,FR,  Hi  we re sorry for the inconvenience please see here your passenger rights  https   t co LziLfHCxEB and here is the claim form if you wish  https   t co cHF fJK yV,sorri inconveni pleas here your passeng right http lzilfhcxeb here claim form wish http,,,U,
0.406489358,4950,AA, We should be helpful and kind throughout every interaction  We re very sorry to hear this and we ask you DM more details ,should help kind throughout everi interact veri sorri hear thi more detail,,,U,
0.213205834,17912,B6, Please use the link to verify your email address and confirmation code   https   t co xSmyP Lfyg,pleas link verifi your email address confirm code http xsmyp lfyg,,,H,
0.017969569,9567,AC, Hello Jeffery  Thank you for reaching out to us  Could you please DM us your booking reference   Jul,hello jefferi thank reach could pleas your book refer,,,H,
0.612198696,72409,UA, Oh no  we re sorry to hear this  Please DM us with the flight details you d like to book  we d be happy to assist you   RX https   t co Y hG uklaR,sorri hear thi pleas with flight detail like book happi assist http uklar,,,U,
0.023187888,42309,LH, We are not advised about the reason  If you are a passenger affected by this delay  you can forward your enquiry via https   t co  MOFLYElac   Ella,advis about reason passeng affect thi delay forward your enquiri http moflyelac ella,,,H,
0.052174433,19357,BE, I do appreciate your frustration Gary however  every airline will have different cabin baggage restrictions  and these are in place to ensure that all passengers will be able to safely store their bags in the overhead lockers should the flight be fully    https   t co GyKfu Wvz ,appreci your frustrat gari howev everi airlin will have differ cabin baggag restrict these place ensur that passeng will abl safe store their bag overhead locker should flight fulli http gykfu,,,H,
0.302088192,4672,AA, It s never our intention to delay your vacation  Christy  DM us your record locator if you need help ,never intent delay your vacat christi your record locat need help,,,H,
0.330368675,19517,BE, Hi there  thanks for posting  Great photo       Jazz,there thank post great photo jazz,,,N,
0.012661005,16548,B6, Credits  when issued on qualified flights  are per ticketed customer ,credit when issu qualifi flight ticket custom,,,H,
0.895918187,21354,BE, Hi there  thanks for your tweet   I m extremely sorry to hear that your flight has been delayed and for how your bag has been lost   Please can you confirm the flight number so I can look into the reason for the delay   With regards to your bag  if you    https   t co  BwvCTPfHX,there thank your tweet extrem sorri hear that your flight been delay your been lost pleas confirm flight number look into reason delay with regard your http bwvctpfhx,,,U,
0.267480717,84091,W6, Hi there  you can call us if your inquiry includes personal or booking details  Our English line is Available       we would be more than happy to assist you  https   t co   nduGhmB ,there call your inquiri includ person book detail english line avail would more than happi assist http ndughmb,,,H,
0.758555036,52016,QF, We re sorry to hear this Glen  Please DM us more info  so we can pass on the feedback  Helen https   t co K pFuJB Bl,sorri hear thi glen pleas more info pass feedback helen http pfujb,,,U,
0.698728764,60468,TOM, Thanks very much for the RT Hans   hope all is well over at Quark Expeditions  Kerry,thank veri much han hope well over quark expedit kerri,,,N,
0.898691508,15484,AS, I m so sorry to hear this  Can you send your confirmation code through the link    Rae https   t co t ooDR  zz,sorri hear thi send your confirm code through link http oodr,,,U,
0.581173606,61957,TOM,TUI Care Foundation announces sustainable food project on Crete  Tourism Minister emphasizes that Greek people and tourists are benefitting  https   t co B EsdFoizX,care foundat announc sustain food project crete tourism minist emphas that greek peopl tourist benefit http esdfoizx,,,N,
0.6981751,16114,B6, https   t co czURCSHKuX,http czurcshkux,,,N,
0.138781135,11252,AF,     Hello   thank you for bringing this up to us and we regret to read about this  We d like to further look into this on our end  could you please send us a Direct Message as we need to request all the necessary details,hello thank bring thi regret read about thi like further look into thi could pleas send direct messag need request necessari detail,,,U,
0.453265131,3154,AA, Rudeness should never be your experience and our apologies again ,rude should never your experi apolog again,,,U,
0.355156895,78474,VA, Hi Ben  please speak with cabin crew for further assistance  Thank you    RM,pleas speak with cabin crew further assist thank,,,H,
0.632375769,40213,JQ, Thanks for your reply  Please know that the refreshment voucher is subject to approval of our check in counter staff  Thanks   Jerry,thank your repli pleas know that refresh voucher subject approv check counter staff thank jerri,,,H,
0.802688783,19789,BE, We advertised this fact on our website  before  during and after the booking process  It would be the passenger s responsibility to make sure their cabin bag was within our policy    Rhys,advertis thi fact websit befor dure after book process would passeng respons make sure their cabin within polici rhi,,,H,
0.379526874,21016,BE, Hi Erin  Thank you for getting in touch  Amazing photos   So happy to hear you enjoyed your flight with Flybe   Enjoy the rest of your day       Ren,erin thank get touch amaz photo happi hear enjoy your flight with flybe enjoy rest your,,,N,
0.158704185,1922,AA, Please DM your record locator and we ll be happy to take a look ,pleas your record locat happi take look,,,H,
0.894875762,63350,TOM, My colleagues  may be able with this for you   hope you manage to find it ,colleagu abl with thi hope manag find,,,H,
0.181612164,64170,TT, Hi Cam  I m sorry to hear about your experience  Please feel free to submit your feedback via our customer support portal and our customer care team will review and respond   https   t co IGNu VLI V   Kylie,sorri hear about your experi pleas feel free submit your feedback custom support portal custom care team will review respond http ignu kyli,,,U,
0.999486724,10211,AF,     please check section  What To Do If Your Baggage Is Not Found  at link https   t co oAftyeJQR   We remain available at your disposal ,pleas check section what your baggag found link http oaftyejqr remain avail your dispos,,,H,
0.713539534,14489,AS, I m very sorry for the frustration  Some fares such as our saver fares cannot be changed for any reason   Sara,veri sorri frustrat some fare such saver fare cannot chang reason sara,,,U,
0.771143063,48281,LS, Hi James   I m very sorry to hear about your delay  Please listen out for any announcements and continue to check the departure screen for your gate number  Once again I apologise for the delay  we look to have you on your way as soon as possible  Thanks  Tom,jame veri sorri hear about your delay pleas listen announc continu check departur screen your gate number onc again apologis delay look have your soon possibl thank,,,U,
0.367882673,60048,TOM,Tui infinity and beyond  Tui Travel s digital transformation http   t co k XdySnhY  via ,infin beyond travel digit transform http xdysnhi,,,N,
0.181775432,77281,VA,  #SisterGoals  MM,#sistergo,,,N,
0.991126303,65130,TT, Hi  sorry to hear this  We have strict baggage policies for a variety of reasons and all passengers are subject to bag weight checks ,sorri hear thi have strict baggag polici varieti reason passeng subject weight check,,,U,
0.243926918,84326,W6, James  once you selected checked in bag you can t change it to Priority Boarding service  You may only upgrade it to another category of checked in baggage ,jame onc select check chang prioriti board servic onli upgrad anoth categori check baggag,,,H,
0.280580614,33984,FR, Hi Jane  we re very sorry for the inconvenience  please DM us for further assistance  JC,jane veri sorri inconveni pleas further assist,,,U,
